0.96540 0.03460 0.00140 592 1.5258
0.96540 0.03460 0.00140 600 1.3295
0.96540 0.03460 0.00140 608 1.3767
0.96540 0.03460 0.00140 616 1.5141
0.96540 0.03460 0.00140 624 1.6135
0.96540 0.03460 0.00140 632 1.6632
0.96540 0.03460 0.00140 640 1.7476
0.96540 0.03460 0.00140 648 1.8894
0.96540 0.03460 0.00140 656 2.0844
0.96540 0.03460 0.00140 664 2.3095
0.96540 0.03460 0.00140 672 2.2605
0.96540 0.03460 0.00140 680 2.0548
0.96540 0.03460 0.00140 688 1.9856
0.96540 0.03460 0.00140 696 1.9455
0.96540 0.03460 0.00140 704 1.9514
0.96540 0.03460 0.00140 712 2.0693
0.96540 0.03460 0.00140 720 2.193
0.96540 0.03460 0.00140 728 2.2555
0.96540 0.03460 0.00140 736 2.2836
0.96540 0.03460 0.00140 744 2.251
0.96540 0.03460 0.00140 752 2.2288
0.96540 0.03460 0.00140 760 2.3057
0.96540 0.03460 0.00140 768 2.4879
0.96540 0.03460 0.00140 776 2.8359
0.96540 0.03460 0.00140 784 3.2232
0.96540 0.03460 0.00140 792 3.1575
0.96540 0.03460 0.00140 800 2.8988

0.64740 0.35260 0.01250 96 0.2062
0.64740 0.35260 0.01250 104 0.2294
0.64740 0.35260 0.01250 112 0.2542
0.64740 0.35260 0.01250 120 0.2684
0.64740 0.35260 0.01250 128 0.3036
0.64740 0.35260 0.01250 136 0.3628
0.64740 0.35260 0.01250 144 0.4033
0.64740 0.35260 0.01250 152 0.4337
0.64740 0.35260 0.01250 160 0.4806
0.64740 0.35260 0.01250 168 0.5194
0.64740 0.35260 0.01250 176 0.5575
0.64740 0.35260 0.01250 184 0.5943
0.64740 0.35260 0.01250 192 0.6187
0.64740 0.35260 0.01250 200 0.6888
0.64740 0.35260 0.01250 208 0.8079
0.64740 0.35260 0.01250 216 0.9367
0.64740 0.35260 0.01250 224 0.9609
0.64740 0.35260 0.01250 232 0.9634
0.64740 0.35260 0.01250 240 0.9525
0.64740 0.35260 0.01250 248 1.0728
0.64740 0.35260 0.01250 256 1.2251
0.64740 0.35260 0.01250 264 1.3119
0.64740 0.35260 0.01250 272 1.4498
0.64740 0.35260 0.01250 280 1.6241
0.64740 0.35260 0.01250 288 1.7178
0.64740 0.35260 0.01250 296 1.9081
0.64740 0.35260 0.01250 304 2.1749
0.64740 0.35260 0.01250 312 2.5817
0.64740 0.35260 0.01250 320 3.0298
0.64740 0.35260 0.01250 328 3.543
0.64740 0.35260 0.01250 336 3.9475
0.64740 0.35260 0.01250 344 4.7219
0.64740 0.35260 0.01250 352 5.2078
0.64740 0.35260 0.01250 360 5.3398
0.64740 0.35260 0.01250 368 5.9157
0.64740 0.35260 0.01250 376 6.1434
0.64740 0.35260 0.01250 384 6.2351
0.64740 0.35260 0.01250 392 6.364
0.64740 0.35260 0.01250 400 6.4691
0.64740 0.35260 0.01250 408 6.806
0.64740 0.35260 0.01250 416 6.7824
0.64740 0.35260 0.01250 424 6.5007
0.64740 0.35260 0.01250 432 5.9929
0.64740 0.35260 0.01250 440 5.7298
0.64740 0.35260 0.01250 448 6.2855
0.64740 0.35260 0.01250 456 6.6946
0.64740 0.35260 0.01250 464 6.3442
0.64740 0.35260 0.01250 472 5.4031
0.64740 0.35260 0.01250 480 4.3309
0.64740 0.35260 0.01250 488 3.625
0.64740 0.35260 0.01250 496 3.2069

0.96540 0.03460 0.01250 592 1.2706
0.96540 0.03460 0.01250 600 1.4038
0.96540 0.03460 0.01250 608 1.4445
0.96540 0.03460 0.01250 616 1.6077
0.96540 0.03460 0.01250 624 1.8434
0.96540 0.03460 0.01250 632 1.8886
0.96540 0.03460 0.01250 640 1.8067
0.96540 0.03460 0.01250 648 1.8332
0.96540 0.03460 0.01250 656 1.9639
0.96540 0.03460 0.01250 664 2.0824
0.96540 0.03460 0.01250 672 2.1205
0.96540 0.03460 0.01250 680 2.0577
0.96540 0.03460 0.01250 688 2.0632
0.96540 0.03460 0.01250 696 2.1896
0.96540 0.03460 0.01250 704 2.1694
0.96540 0.03460 0.01250 712 2.0994
0.96540 0.03460 0.01250 720 2.1322
0.96540 0.03460 0.01250 728 2.1333
0.96540 0.03460 0.01250 736 2.1772
0.96540 0.03460 0.01250 744 2.3446
0.96540 0.03460 0.01250 752 2.5734
