0.0014  0.0014  0.0014  208.0000
0.0014  0.0014  0.0014  216.0000
0.0014  0.0014  0.0014  224.0000
0.0014  0.0014  0.0014  232.0000
0.0014  0.0014  0.0014  240.0000
0.0014  0.0014  0.0014  248.0000
0.0014  0.0014  0.0014  256.0000
0.0014  0.0014  0.0014  264.0000
0.0014  0.0014  0.0014  272.0000
0.0014  0.0014  0.0014  280.0000
0.0014  0.0014  0.0014  288.0000
0.0014  0.0014  0.0014  296.0000
0.0014  0.0014  0.0014  304.0000
0.0014  0.0014  0.0014  312.0000
0.0014  0.0014  0.0014  320.0000
0.0014  0.0014  0.0014  328.0000
0.0014  0.0014  0.0014  336.0000
0.0014  0.0014  0.0014  344.0000
0.0014  0.0014  0.0014  352.0000
0.0014  0.0014  0.0014  360.0000
0.0014  0.0014  0.0014  368.0000
0.0014  0.0014  0.0014  376.0000
0.0014  0.0014  0.0014  384.0000
0.0014  0.0014  0.0014  392.0000
0.0014  0.0014  0.0014  400.0000
0.0014  0.0014  0.0014  408.0000
0.0014  0.0014  0.0014  416.0000
0.0014  0.0014  0.0014  424.0000
0.0014  0.0014  0.0014  432.0000
0.0014  0.0014  0.0014  440.0000
0.0014  0.0014  0.0014  448.0000
0.0014  0.0014  0.0014  456.0000
0.0014  0.0014  0.0014  464.0000
0.0014  0.0014  0.0014  472.0000
0.0014  0.0014  0.0014  480.0000
0.0014  0.0014  0.0014  488.0000
0.0014  0.0014  0.0014  496.0000
0.0014  0.0014  0.0014  504.0000
0.0014  0.0014  0.0014  512.0000
0.0014  0.0014  0.0014  520.0000
0.0014  0.0014  0.0014  528.0000
0.0014  0.0014  0.0014  536.0000
0.0014  0.0014  0.0014  544.0000
0.0014  0.0014  0.0014  552.0000
0.0014  0.0014  0.0014  560.0000
0.0014  0.0014  0.0014  568.0000
0.0014  0.0014  0.0014  576.0000
0.0014  0.0014  0.0014  584.0000
0.0014  0.0014  0.0014  592.0000
0.0014  0.0014  0.0014  600.0000
0.0014  0.0014  0.0014  608.0000
0.0014  0.0014  0.0014  616.0000
0.0014  0.0014  0.0014  624.0000
0.0014  0.0014  0.0014  632.0000
0.0014  0.0014  0.0014  640.0000
0.0014  0.0014  0.0014  648.0000
0.0014  0.0014  0.0014  656.0000
0.0014  0.0014  0.0014  664.0000
0.0014  0.0014  0.0014  672.0000
0.0014  0.0014  0.0014  680.0000
0.0014  0.0014  0.0014  688.0000
0.0014  0.0014  0.0014  696.0000
0.0014  0.0014  0.0014  704.0000
0.0014  0.0014  0.0014  712.0000
0.0014  0.0014  0.0014  720.0000
0.0014  0.0014  0.0014  728.0000
0.0014  0.0014  0.0014  736.0000
0.0014  0.0014  0.0014  744.0000
0.0014  0.0014  0.0014  752.0000
